carat,depth,table,x,y,z,cut_0,cut_1,cut_2,cut_3,cut_4,color_1,color_2,color_3,color_4,color_5,color_6,color_7,clarity_0,clarity_1,clarity_2,clarity_3,clarity_4,clarity_5,clarity_6,clarity_7,price
0.59,61.7,60.0,5.36,5.4,3.32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1857
0.96,59.1,58.0,6.53,6.44,3.83,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4388
1.01,60.9,55.0,6.48,6.58,3.98,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7094
1.23,62.2,55.0,6.86,6.9,4.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10317
0.56,60.6,56.0,5.33,5.37,3.24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1963
0.35,62.2,56.0,4.52,4.48,2.8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,748
0.6,60.9,61.0,5.43,5.4,3.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1808
0.93,62.5,55.0,6.23,6.29,3.91,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3856
0.32,60.3,60.0,4.44,4.42,2.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,972
0.26,59.7,58.0,4.16,4.22,2.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,658
0.34,61.7,57.0,4.52,4.49,2.78,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1211
0.3,62.7,56.0,4.24,4.31,2.68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,684
0.61,61.9,56.0,5.43,5.45,3.37,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2658
0.35,61.9,55.0,4.53,4.51,2.8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,906
1.08,60.3,57.0,6.68,6.71,4.04,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6539
0.41,62.5,58.0,4.78,4.75,2.98,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,923
1.31,61.9,55.0,7.03,7.05,4.36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13406
0.53,60.8,56.0,5.24,5.26,3.19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1781
0.55,60.3,62.0,5.33,5.29,3.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1556
0.67,59.9,57.4,5.69,5.75,3.42,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2309
0.72,62.7,56.0,5.75,5.67,3.58,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1929
1.04,63.2,58.0,6.45,6.42,4.07,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4911
1.58,60.8,58.0,7.58,7.52,4.59,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11380
0.31,62.6,57.0,4.3,4.32,2.7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,571
0.54,64.2,53.8,5.12,5.19,3.31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1745
0.41,61.6,57.0,4.77,4.81,2.95,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,829
0.3,63.1,54.0,4.34,4.28,2.72,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,819
2.17,60.7,57.0,8.38,8.42,5.1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17747
0.38,62.1,54.6,4.65,4.69,2.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1010
0.72,62.7,56.0,5.65,5.71,3.56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3219
1.2,62.6,56.0,6.7,6.74,4.21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7080
0.76,61.6,56.0,5.85,5.9,3.62,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3864
0.32,59.6,60.0,4.42,4.34,2.61,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1715
0.33,60.8,58.0,4.47,4.45,2.71,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,743
0.72,62.4,59.0,5.67,5.7,3.55,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2482
0.4,62.4,57.0,4.69,4.73,2.94,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1088
0.9,62.2,60.0,6.04,6.12,3.78,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6289
1.11,61.2,55.0,6.72,6.68,4.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5358
1.31,60.7,58.0,7.11,7.06,4.3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4475
0.3,63.0,58.0,4.23,4.28,2.68,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,526
0.7,61.7,61.0,5.67,5.7,3.51,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2230
1.65,62.3,55.0,7.56,7.6,4.72,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15281
1.21,60.5,58.0,6.95,6.89,4.19,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6292
0.41,61.4,60.0,4.75,4.82,2.94,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,719
1.02,61.3,58.0,6.46,6.52,3.98,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7740
0.71,61.6,56.0,5.73,5.67,3.51,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2168
1.16,60.7,59.0,6.74,6.87,4.13,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5678
0.42,62.9,56.0,4.75,4.79,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,921
0.71,57.5,58.0,5.91,5.89,3.39,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1783
1.01,61.8,60.0,6.38,6.44,3.96,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4855
1.17,62.6,55.0,6.75,6.7,4.21,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7731
0.38,61.9,57.0,4.61,4.66,2.87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,751
0.91,63.7,58.0,6.1,6.17,3.91,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3993
1.54,61.5,61.0,7.35,7.42,4.54,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8808
0.7,64.2,58.0,5.59,5.62,3.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1771
0.5,59.6,63.0,5.16,5.11,3.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1987
0.9,63.1,55.0,6.08,6.13,3.85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3024
0.82,62.2,59.0,6.03,5.97,3.73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2716
0.3,63.7,54.0,4.25,4.23,2.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,506
0.9,62.0,57.0,6.1,6.16,3.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4155
0.52,61.1,55.0,5.2,5.27,3.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1689
1.26,62.2,58.0,6.88,6.92,4.29,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6332
0.41,63.1,64.0,4.63,4.66,2.93,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,910
0.91,65.4,60.0,6.04,6.0,3.94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2854
0.7,63.9,59.0,5.64,5.5,3.57,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,945
0.54,60.0,58.0,5.26,5.3,3.17,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1551
0.34,62.9,56.0,4.45,4.48,2.81,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,596
0.73,60.5,59.0,5.76,5.84,3.51,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3411
0.36,61.9,56.0,4.56,4.59,2.83,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,789
1.01,60.7,63.0,6.38,6.4,3.88,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6239
1.04,62.0,57.0,6.53,6.43,4.02,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3669
0.36,60.3,62.0,4.56,4.59,2.76,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,789
1.01,62.0,58.0,6.45,6.36,3.97,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8688
0.3,62.7,58.0,4.25,4.3,2.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,605
0.39,62.2,55.0,4.66,4.7,2.91,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,962
0.6,61.9,56.0,5.4,5.45,3.36,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2270
0.3,59.8,57.0,4.32,4.37,2.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,447
0.3,61.7,55.0,4.34,4.32,2.67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1013
1.22,61.8,57.0,6.83,6.85,4.23,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6654
1.51,64.0,58.0,7.24,7.27,4.64,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6936
0.42,62.6,55.0,4.78,4.77,2.99,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1103
1.51,61.8,66.0,7.18,7.16,4.43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8287
0.54,61.7,57.0,5.23,5.26,3.23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1914
0.31,64.1,61.0,4.29,4.2,2.72,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,618
0.34,60.3,59.0,4.53,4.49,2.72,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,765
0.42,61.3,56.0,4.83,4.86,2.97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1625
2.01,62.2,61.0,7.94,8.01,4.96,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15371
1.0,57.4,58.0,6.61,6.57,3.78,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6160
0.41,62.5,59.0,4.77,4.73,2.97,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,961
1.11,63.0,57.0,6.58,6.65,4.17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12016
0.32,61.6,55.0,4.43,4.5,2.75,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,665
1.16,62.4,55.0,6.69,6.77,4.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5034
2.13,59.2,58.0,8.35,8.41,4.96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16062
0.3,61.7,55.0,4.31,4.34,2.67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,895
1.05,63.1,59.0,6.49,6.45,4.08,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7969
0.9,62.3,53.0,6.16,6.12,3.82,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1939
0.32,62.1,59.0,4.35,4.41,2.72,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,645
1.31,59.4,60.0,7.06,7.12,4.21,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5446
0.4,62.2,54.0,4.76,4.72,2.95,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1074
0.9,62.3,57.0,6.18,6.15,3.84,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3704
0.46,60.7,62.0,4.97,5.01,3.03,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1778
1.01,60.3,58.0,6.5,6.56,3.94,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4641
0.33,63.1,56.0,4.45,4.42,2.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,693
1.71,62.0,56.0,7.64,7.68,4.75,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13904
0.41,63.4,56.0,4.7,4.76,3.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,991
0.37,62.1,60.0,4.61,4.54,2.84,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,708
1.22,61.9,56.0,6.87,6.83,4.24,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5261
1.07,61.1,57.0,6.61,6.65,4.05,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4021
1.15,62.0,58.0,6.69,6.73,4.16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4405
0.32,61.6,56.0,4.4,4.43,2.72,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,655
0.4,57.3,60.0,4.84,4.89,2.79,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1069
0.42,62.3,57.0,4.8,4.77,2.98,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1040
0.44,60.9,56.0,4.9,4.96,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1145
1.23,59.0,57.0,7.05,6.99,4.14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6406
0.5,62.7,57.0,5.07,5.1,3.19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1966
0.26,62.1,56.0,4.13,4.15,2.56,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,448
0.7,63.7,54.0,5.72,5.62,3.61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2427
0.5,61.7,57.0,5.06,5.08,3.13,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1237
0.54,62.1,55.0,5.18,5.23,3.23,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1607
1.03,61.2,57.0,6.59,6.51,4.01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4764
0.42,61.7,55.0,4.78,4.84,2.97,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1179
1.12,61.2,58.0,6.67,6.7,4.09,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9440
0.57,62.2,55.0,5.28,5.33,3.3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1448
1.01,59.2,59.0,6.52,6.62,3.89,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3792
0.61,62.0,54.4,5.47,5.51,3.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1773
1.52,61.2,60.0,7.4,7.37,4.52,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14424
1.0,59.9,61.0,6.42,6.46,3.86,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4255
1.31,63.6,55.1,6.92,6.98,4.42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5446
1.06,62.7,56.0,6.52,6.47,4.07,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3461
0.71,59.9,59.0,5.79,5.82,3.48,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1717
1.52,63.3,56.0,7.33,7.27,4.62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7504
0.32,61.5,56.0,4.39,4.42,2.71,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,803
2.01,60.0,61.0,8.13,8.08,4.86,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13400
0.41,61.8,57.0,4.78,4.73,2.94,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1107
0.5,62.3,58.0,5.08,5.07,3.16,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1610
1.52,61.4,57.0,7.4,7.38,4.54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16492
0.36,59.0,59.0,4.66,4.69,2.76,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1119
1.52,61.9,57.0,7.37,7.33,4.55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10129
0.54,62.6,57.0,5.21,5.12,3.23,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1650
0.24,63.0,58.0,3.94,3.97,2.49,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,419
1.02,60.7,57.0,6.57,6.54,3.98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3856
0.4,62.9,55.0,4.68,4.7,2.95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1261
0.8,60.7,59.0,5.98,6.02,3.64,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3010
0.27,62.0,60.0,4.15,4.17,2.58,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,552
1.98,58.3,69.0,8.28,8.17,4.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12923
0.7,62.9,56.0,5.64,5.68,3.56,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2048
0.53,61.8,54.0,5.22,5.24,3.23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,947
1.01,61.7,56.0,6.42,6.47,3.98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5478
0.3,66.0,55.0,4.19,4.21,2.77,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,613
0.56,61.0,57.0,5.28,5.35,3.24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1963
0.8,62.3,54.0,5.95,5.97,3.71,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3622
0.3,61.3,57.0,4.34,4.37,2.67,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,670
1.02,62.7,60.0,6.34,6.39,3.99,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5709
0.73,61.9,56.0,5.81,5.76,3.58,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2961
1.58,63.1,58.0,7.33,7.38,4.64,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9774
0.3,62.2,61.0,4.24,4.28,2.65,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,552
1.01,63.4,57.0,6.45,6.33,4.05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8797
0.72,61.8,61.0,5.67,5.72,3.53,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2048
0.41,63.4,55.0,4.72,4.68,2.98,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,947
0.4,63.5,55.0,4.67,4.71,2.98,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,687
0.32,61.5,57.0,4.42,4.4,2.71,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,720
1.38,60.2,60.0,7.31,7.24,4.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5641
0.97,58.9,58.0,6.51,6.47,3.82,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4020
0.25,61.3,59.0,4.07,4.12,2.51,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,575
0.38,61.8,56.0,4.62,4.66,2.87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,628
0.36,63.3,56.0,4.56,4.51,2.87,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,729
1.26,62.1,58.0,6.9,6.95,4.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5015
0.72,60.0,57.0,5.92,5.84,3.53,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3459
0.72,62.1,59.0,5.69,5.74,3.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3059
1.0,60.9,61.0,6.38,6.42,3.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5254
1.1,62.0,57.0,6.65,6.57,4.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11233
1.26,61.0,57.0,7.03,6.97,4.27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6477
1.01,62.7,57.0,6.31,6.36,3.97,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6666
0.35,60.1,61.0,4.56,4.59,2.75,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,644
0.96,62.1,57.0,6.32,6.27,3.91,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3871
0.71,60.4,59.0,5.73,5.69,3.45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3877
0.9,64.7,54.0,6.1,6.04,3.93,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3205
2.24,60.9,58.0,8.46,8.41,5.14,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11970
0.3,62.0,56.0,4.29,4.32,2.67,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,624
0.78,61.7,56.0,5.92,5.94,3.66,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2947
0.9,62.4,61.0,6.17,6.13,3.84,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4612
0.55,61.6,56.0,5.25,5.3,3.25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1925
1.51,61.7,54.0,7.36,7.41,4.56,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13818
0.33,60.3,58.0,4.5,4.52,2.72,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,621
0.53,62.1,57.0,5.16,5.21,3.22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2372
0.52,61.0,55.0,5.22,5.19,3.18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1065
0.63,61.9,56.0,5.5,5.52,3.41,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3363
0.61,62.0,53.0,5.47,5.49,3.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1591
0.9,64.7,58.0,5.94,6.03,3.87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3104
1.03,62.6,57.0,6.49,6.38,4.03,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9598
0.59,61.2,60.0,5.38,5.43,3.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1254
0.55,62.4,55.0,5.23,5.28,3.28,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1410
1.1,60.0,58.0,6.72,6.75,4.04,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4539
0.91,63.3,62.0,6.01,6.09,3.83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3660
0.3,62.2,55.0,4.3,4.32,2.68,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,844
0.3,61.1,57.0,4.33,4.37,2.66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,680
1.02,62.5,60.0,6.36,6.43,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4459
0.3,61.4,59.0,4.34,4.32,2.66,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1013
0.35,61.9,56.0,4.53,4.55,2.81,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,905
1.2,60.9,55.0,6.9,6.93,4.21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10497
0.3,61.0,61.0,4.3,4.32,2.63,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,605
1.18,62.5,55.0,6.82,6.74,4.24,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4460
0.3,61.8,55.0,4.35,4.32,2.68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,778
1.0,62.8,57.0,6.37,6.43,4.02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7979
0.7,60.7,56.0,5.77,5.82,3.52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3295
0.41,61.8,53.0,4.81,4.84,2.98,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,753
1.01,60.8,63.0,6.38,6.32,3.86,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4017
1.22,61.3,56.0,6.87,6.92,4.23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9203
